"Summary level","Program label","Program","Sub-program","Name","Code","Subsidized units available","% Occupied","# Reported","% Reported","Average months since report","% moved in past year","Number of people per unit","Number of people: total","Average Family Expenditure per month ($$)","Average HUD Expenditure per month ($$)","Household income per year","Household income per year per person","% $1 - $4,999","% $5,000 - $9,999","% $10,000 - $14,999","% $15,000 - $19,999","% $20,000 or more","% Households where wages are major source of income","% Households where welfare is major source of income","% Households with other major sources of income","% of local median (Household income)","% very low income","% extremely low income","% 2+ adults with children","% 1 adult with children","% female head","% female head with children","% with disability, among Head, Spouse, Co-head, aged 61 years or less","% with disability, among Head, Spouse, Co-head, aged 62 years or older","% with disability, among all persons in households","% 24 years or less (Head or spouse)","% 25 to 49 years (Head or spouse)","% 51 to 60 (Head or spouse)","% 62 or more (Head or spouse)","% 85 or more (Head or spouse)","% Minority","%Black Non-Hispanic","%Native American Non-Hispanic","%Asian or Pacific Islander Non-Hispanic","%White Non-Hispanic"," %Black Hispanic","%White Hispanic","%Other Hispanic","% Hispanic","% Multiple Race","Average months on waiting list","Average months since moved in","% with utility allowance","Average utility allowance $$","% 0 - 1 bedrooms:","% 2 bedrooms","% 3+ bedrooms","% Overhoused","% in poverty (Census tract)","% minority (Census tract)","% single family owners (Census tract)","Congressional District","CBSA","PLACE","Latitude","Longitude","State","PHA Total Units","HA category"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 835900",="17031835900",716,96,701,100,7,5,1.8,1269,332,1063,13346,7373,8,34,25,15,18,25,2,71,23,95,77,1,27,77,27,24,36,20,2,33,15,51,5,100,99,-1,-1,0,1,0,-1,1,0,-1,111,98,91,51,23,26,18,47,99,10,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 836000",="17031836000",236,91,214,100,8,4,2.9,614,370,917,13757,4795,21,24,17,14,24,42,4,50,21,93,78,4,56,90,57,19,69,14,1,61,22,16,1,100,99,1,-1,0,-1,-1,-1,0,0,-1,125,100,116,6,29,65,32,34,98,16,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 836100",="17031836100",392,93,361,99,7,6,2.3,827,320,828,11630,5077,15,35,18,14,18,34,2,52,18,97,81,2,46,83,47,14,17,10,4,56,16,24,1,100,99,-1,-1,-1,1,0,-1,1,0,-1,104,99,75,34,22,44,24,35,98,5,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 836200",="17031836200",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 836300",="17031836300",48,89,43,100,9,2,1.6,69,424,813,13903,8664,10,37,17,10,27,30,-1,65,24,91,70,-1,16,84,16,38,73,30,2,28,44,26,5,100,100,-1,-1,-1,-1,-1,-1,0,0,-1,149,95,93,40,47,14,30,15,76,6,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 836400",="17031836400",927,94,874,100,6,6,1.7,1502,374,1138,16515,9610,7,36,17,12,29,31,3,61,28,86,67,2,26,73,26,28,50,25,1,36,20,43,3,100,98,0,-1,0,1,1,-1,1,0,-1,107,71,61,59,23,19,10,26,97,17,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 836500",="17031836500",334,93,303,98,7,5,2.1,633,319,870,13142,6291,7,33,19,19,22,34,4,51,22,94,77,1,44,84,42,21,58,18,4,54,23,19,2,100,99,0,-1,-1,0,-1,-1,0,0,-1,120,99,72,27,50,24,20,50,98,1,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 836600",="17031836600",74,89,66,100,9,11,2.3,154,385,803,13060,5597,11,42,13,13,21,33,11,50,21,97,79,-1,44,82,44,33,45,21,-1,50,33,17,-1,97,47,-1,-1,3,2,48,-1,50,0,-1,134,70,137,32,21,47,24,20,92,14,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 836700",="17031836700",155,89,138,100,10,12,2.3,314,333,810,11967,5259,15,34,14,9,28,30,8,46,19,96,75,3,41,64,41,25,72,15,1,55,32,12,-1,97,86,-1,-1,3,1,9,1,11,0,1,90,75,119,24,33,43,33,36,96,14,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 836800",="17031836800",511,93,476,100,8,12,1.8,833,261,862,10098,5770,16,45,16,10,13,22,7,59,17,98,87,1,28,61,28,39,65,27,6,51,22,21,3,99,96,-1,-1,0,1,2,0,3,0,1,97,61,108,57,24,18,12,55,97,8,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 836900",="17031836900",179,92,166,100,7,7,2.7,449,386,931,16225,5999,14,24,16,14,32,48,3,42,24,92,71,1,61,90,59,10,24,7,3,66,19,12,1,100,96,1,1,-1,2,1,-1,2,1,-1,140,99,92,1,38,61,37,33,95,9,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 837000",="17031837000",298,95,306,100,7,8,2.1,635,285,865,12094,5828,11,41,15,10,22,29,3,45,19,93,81,1,40,90,38,27,61,19,3,57,25,14,-1,98,96,-1,-1,2,1,1,-1,2,1,15,106,69,103,49,18,33,17,44,96,7,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 837100",="17031837100",217,95,205,100,8,7,1.7,353,370,751,14199,8246,4,39,20,14,22,22,3,71,24,96,71,0,22,72,22,16,5,8,1,26,9,64,9,98,95,1,-1,1,-1,1,0,2,0,-1,108,97,73,65,13,22,12,26,93,16,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 837300",="17031837300",208,89,185,100,8,2,3.1,570,445,832,15657,5082,12,27,15,15,30,44,8,42,23,92,72,2,67,89,64,23,53,12,1,69,21,9,-1,100,100,-1,-1,-1,-1,-1,-1,0,1,-1,118,98,128,2,18,80,34,39,96,10,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 837400",="17031837400",174,89,154,100,9,6,3,455,442,858,14834,5021,13,24,16,18,29,49,7,32,22,90,75,3,65,92,65,22,89,13,4,70,20,6,-1,97,94,1,-1,3,1,2,-1,3,0,-1,126,98,131,-1,23,77,38,39,94,13,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 837800",="17031837800",309,87,269,100,6,32,2.4,657,382,1006,19440,7959,10,25,15,12,38,44,4,41,30,81,65,1,41,91,41,16,64,14,1,47,27,25,2,100,98,-1,-1,-1,1,1,-1,2,0,-1,135,100,130,8,41,51,42,32,89,15,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 838000",="17031838000",719,95,684,100,6,8,1.6,1082,305,814,13291,8402,4,45,20,15,16,17,1,78,23,95,79,1,21,68,21,48,34,27,2,31,21,45,5,99,95,0,0,0,1,2,0,3,0,-1,128,100,103,68,19,13,8,51,86,4,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 838100",="17031838100",573,95,543,100,6,13,1.2,646,266,1196,12516,10520,5,52,22,10,10,9,1,86,23,94,85,0,4,41,4,46,67,54,0,7,16,77,3,97,93,1,1,3,1,1,0,3,0,-1,98,100,34,90,4,6,5,26,78,0,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 838200",="17031838200",2,-4,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 838300",="17031838300",295,94,277,100,6,14,1.9,538,503,1046,20917,10770,7,20,16,15,42,48,2,48,35,79,52,1,31,84,31,19,46,18,0,47,24,28,3,91,83,-1,1,9,1,4,1,7,0,-1,114,99,51,40,44,16,16,33,74,7,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 838600",="17031838600",325,93,303,100,7,9,2.3,689,345,867,12636,5557,7,43,17,16,18,30,5,58,20,98,82,1,40,82,40,32,38,18,1,45,21,33,4,100,98,-1,-1,0,1,1,-1,1,0,-1,96,100,126,40,14,47,19,50,97,3,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 838700",="17031838700",606,91,553,100,8,5,2.5,1399,334,976,12125,4793,13,34,18,14,20,34,9,45,19,97,80,0,56,88,55,16,32,11,4,58,17,21,2,96,94,-1,-1,0,1,1,-1,1,0,-1,105,99,119,16,32,52,30,50,99,8,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 838800",="17031838800",500,90,450,100,6,5,2.1,947,268,1164,11620,5522,18,39,18,10,15,33,15,45,19,94,84,1,46,79,43,26,64,19,2,56,28,14,0,98,96,-1,-1,2,0,1,0,2,0,-1,100,14,100,34,43,22,16,43,96,38,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 839000",="17031839000",206,97,200,100,7,8,1.3,258,281,1383,11758,9115,12,42,24,12,10,5,1,95,21,96,85,-1,2,62,2,50,8,10,-1,5,3,92,13,94,33,-1,60,5,1,1,1,2,1,-1,106,99,45,93,7,1,2,17,36,2,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 839100",="17031839100",12,92,11,100,9,9,1.3,14,577,885,13923,10940,9,36,27,9,18,27,-1,73,25,91,82,-1,-1,64,-1,50,33,36,-1,36,36,27,9,91,64,-1,18,9,-1,-1,9,9,0,-1,54,100,86,64,36,-1,9,18,42,1,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 839200",="17031839200",513,91,463,99,8,6,1.4,662,367,673,14264,9976,6,35,21,17,21,21,0,77,25,95,69,1,14,68,13,30,23,20,1,21,14,65,5,98,89,-1,8,2,0,-1,0,1,0,1,126,100,40,74,19,8,6,23,90,1,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 839500",="17031839500",395,89,351,100,1,97,1.1,379,287,807,12308,11399,2,45,32,13,8,3,1,95,23,97,84,0,2,52,1,56,45,44,-1,3,7,90,10,98,97,-1,1,2,1,0,-1,1,0,-1,5,99,27,97,1,3,2,25,89,24,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 839600",="17031839600",235,94,225,100,7,7,1.6,371,392,864,16166,9804,5,20,24,23,27,14,3,81,28,90,62,-1,16,67,16,26,3,8,1,20,8,71,12,99,99,-1,-1,1,-1,-1,-1,0,0,-1,108,97,72,47,35,18,21,25,96,19,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 839700",="17031839700",5,-4,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 839800",="17031839800",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 839900",="17031839900",10,-4,9,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 840000",="17031840000",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,="NA",="NA",="NA",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 840100",="17031840100",1,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 840200",="17031840200",1,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 840300",="17031840300",16,87,14,100,8,-1,2.4,33,341,947,11801,5007,29,14,29,14,14,36,7,57,20,93,79,-1,50,93,50,27,67,18,-1,57,21,21,-1,86,57,-1,-1,14,-1,29,-1,29,0,-1,138,100,107,14,29,57,50,25,84,48,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 840400",="17031840400",7,-4,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 840700",="17031840700",35,87,31,100,9,3,2.9,91,287,1069,11476,3909,24,38,3,17,17,32,26,35,17,97,84,-1,58,81,55,11,67,9,6,55,29,10,-1,100,52,-1,-1,-1,-1,45,3,48,0,-1,108,100,130,3,29,68,39,47,95,9,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 840800",="17031840800",3,-4,3,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 841000",="17031841000",88,89,79,100,8,1,1.4,108,400,810,13410,9809,14,33,23,13,17,10,4,85,24,92,72,-1,15,84,15,30,44,31,-1,27,8,66,9,100,81,-1,15,-1,4,-1,-1,4,1,-1,145,95,80,75,22,4,5,20,78,1,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 841100",="17031841100",382,99,385,100,7,4,1.4,535,254,895,10730,7722,2,62,26,6,5,8,1,90,19,99,95,1,3,67,3,24,6,6,-1,4,5,91,34,94,10,-1,84,0,-1,-1,-1,0,0,-1,159,100,46,87,8,5,3,36,95,6,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 841200",="17031841200",59,86,51,100,8,2,2.6,131,403,1106,15662,6097,10,24,24,10,32,53,10,35,25,90,69,-1,53,96,51,24,83,15,4,59,25,12,2,100,35,-1,-1,-1,2,61,2,65,0,-1,144,100,134,2,12,86,51,32,91,10,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 841300",="17031841300",7,-4,6,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 841400",="17031841400",120,89,107,100,9,8,2.6,280,418,810,13634,5210,14,31,16,8,31,34,10,46,21,93,74,1,58,86,56,23,57,15,3,67,17,13,1,99,94,-1,-1,1,1,4,-1,5,0,-1,101,97,119,7,31,63,39,49,98,11,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 841500",="17031841500",426,91,392,100,8,9,2.9,1135,323,913,12403,4284,8,33,17,18,24,42,5,36,19,96,81,1,67,91,65,18,52,11,4,69,16,11,-1,100,98,0,-1,-1,1,1,-1,1,0,-1,101,97,109,2,31,67,35,56,99,10,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 841600",="17031841600",68,89,61,100,7,5,3,184,372,811,11069,3670,25,15,17,15,27,26,18,41,17,100,80,7,74,95,77,11,50,7,3,72,15,10,-1,100,92,-1,-1,-1,2,7,-1,8,0,-1,107,95,131,2,15,84,36,68,98,5,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 841700",="17031841700",365,92,334,100,7,12,1.1,369,262,1177,10966,9926,5,54,25,10,6,5,1,91,20,97,88,-1,2,40,2,55,56,51,-1,3,11,85,2,97,75,-1,1,3,2,17,2,21,0,-1,78,100,28,96,3,2,1,46,97,11,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 841800",="17031841800",219,89,195,100,8,6,2.8,549,389,801,13631,4841,16,28,15,13,28,45,5,43,21,95,73,1,59,88,56,14,72,13,3,66,18,13,2,99,98,-1,-1,1,1,1,-1,2,0,-1,113,98,121,2,32,67,42,30,99,41,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 841900",="17031841900",2,-4,2,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 842000",="17031842000",8,-4,8,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 842100",="17031842100",137,89,122,100,10,2,2.7,331,359,807,12234,4509,8,42,17,14,19,41,8,43,19,98,84,2,48,93,48,25,67,16,2,61,20,17,1,98,71,-1,-1,2,2,25,-1,27,0,-1,127,89,129,6,53,41,34,36,98,33,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 842200",="17031842200",465,98,455,100,6,6,1.5,695,366,1186,15979,10461,6,36,22,13,22,25,2,72,27,89,71,1,17,65,17,22,52,30,1,22,12,64,4,92,82,1,2,8,1,6,1,8,0,-1,134,100,67,65,22,12,11,17,54,2,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 842300",="17031842300",25,89,22,100,7,-1,2,43,490,807,19654,10056,5,14,14,14,55,23,-1,77,33,95,41,-1,18,73,18,29,40,23,-1,27,5,68,9,100,91,-1,-1,-1,-1,9,-1,9,0,-1,119,100,140,-1,9,91,73,15,36,2,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 842400",="17031842400",114,89,102,100,9,5,2.2,227,399,811,13144,5906,12,39,15,10,23,42,5,50,21,95,76,1,42,83,42,25,65,19,1,63,20,17,-1,100,100,-1,-1,-1,-1,-1,-1,0,0,1,129,94,135,11,40,49,48,23,99,61,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 842500",="17031842500",734,98,719,100,6,9,2.9,2113,182,1100,7892,2685,33,29,17,10,11,30,10,43,12,99,91,2,82,95,81,3,49,3,19,70,5,5,0,100,99,-1,-1,-1,1,-1,-1,1,0,2,84,100,49,1,49,50,15,74,100,12,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 842600",="17031842600",23,84,19,100,6,-1,3.1,58,337,1054,15177,4972,5,32,21,11,32,58,11,32,23,95,79,-1,68,89,68,29,-1,12,-1,68,21,11,-1,100,74,-1,-1,-1,-1,26,-1,26,0,-1,144,100,135,5,32,63,21,24,51,38,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 842800",="17031842800",11,-4,10,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 842900",="17031842900",702,89,626,100,6,6,1.8,1114,313,1128,13161,7396,11,37,20,12,20,28,5,62,22,94,77,1,29,77,29,23,53,22,2,38,20,41,3,97,94,0,0,2,-1,1,1,3,0,-1,188,100,46,44,34,22,24,43,88,3,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 843000",="17031843000",381,90,342,100,9,8,2,680,314,837,11882,5976,10,40,21,13,16,23,6,62,20,96,80,1,35,79,32,18,54,19,3,39,16,42,6,99,97,-1,-1,1,1,1,0,2,0,-1,99,96,90,39,25,35,29,50,100,9,="NA",="16974",="XXXXX",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 843100",="17031843100",152,90,136,100,8,8,2.9,390,295,898,10617,3702,14,42,17,8,19,33,10,43,16,99,87,1,60,93,58,19,71,13,3,62,20,15,1,99,97,-1,-1,1,1,1,-1,2,1,-1,132,99,105,7,18,75,40,28,95,11,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 843200",="17031843200",1,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 843300",="17031843300",138,92,127,100,7,6,2.8,355,390,993,15948,5705,8,20,21,19,32,51,3,38,24,93,69,-1,69,88,65,19,58,12,2,72,17,9,-1,100,97,-1,-1,-1,-1,3,-1,3,0,-1,78,98,128,7,47,46,20,46,96,10,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 843400",="17031843400",20,89,18,100,10,11,2,36,310,814,10293,5147,6,44,31,13,6,39,-1,50,18,94,89,-1,39,89,39,31,100,19,-1,67,22,11,-1,100,100,-1,-1,-1,-1,-1,-1,0,0,-1,139,100,118,-1,44,56,78,27,100,28,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 843500",="17031843500",1,-4,1,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
7,="Summary of All HUD Programs",1,="NA",="IL Illinois Cook County 843600",="17031843600",505,92,465,100,7,8,1.8,825,344,970,12785,7206,13,40,19,10,19,28,2,68,22,95,79,0,30,70,29,23,55,25,2,37,20,42,3,100,99,-1,-1,0,0,0,-1,1,0,-1,128,100,74,45,31,25,23,29,98,9,="NA",="16974",="14000",="NA",="NA",="IL",="NA",="NA"
